,日期,收益率,time
1606,2015-02-05,4.326,2015-02-05
1607,2015-02-04,4.329,2015-02-04
1608,2015-02-03,4.342,2015-02-03
1609,2015-02-02,4.342,2015-02-02
1610,2015-02-01,4.348,2015-02-01
1611,2015-01-31,4.351,2015-01-31
1612,2015-01-30,4.351,2015-01-30
1613,2015-01-29,4.361,2015-01-29
1614,2015-01-28,4.369,2015-01-28
1615,2015-01-27,4.356,2015-01-27
1616,2015-01-26,4.37,2015-01-26
1617,2015-01-25,4.373,2015-01-25
1618,2015-01-24,4.372,2015-01-24
1619,2015-01-23,4.371,2015-01-23
1620,2015-01-22,4.386,2015-01-22
1621,2015-01-21,4.383,2015-01-21
1622,2015-01-20,4.398,2015-01-20
1623,2015-01-19,4.396,2015-01-19
1624,2015-01-18,4.47,2015-01-18
1625,2015-01-17,4.477,2015-01-17
1626,2015-01-16,4.483,2015-01-16
1627,2015-01-15,4.465,2015-01-15
1628,2015-01-14,4.475,2015-01-14
1629,2015-01-13,4.481,2015-01-13
1630,2015-01-12,4.499,2015-01-12
1631,2015-01-11,4.451,2015-01-11
1632,2015-01-10,4.478,2015-01-10
1633,2015-01-09,4.505,2015-01-09
1634,2015-01-08,4.531,2015-01-08
1635,2015-01-07,4.551,2015-01-07
1636,2015-01-06,4.564,2015-01-06
1637,2015-01-05,4.576,2015-01-05
1638,2015-01-04,4.603,2015-01-04
1639,2015-01-03,4.623,2015-01-03
1640,2015-01-02,4.644,2015-01-02
1641,2015-01-01,4.666,2015-01-01
1642,2014-12-31,4.724,2014-12-31
1643,2014-12-30,4.791,2014-12-30
1644,2014-12-29,4.845,2014-12-29
1645,2014-12-28,4.852,2014-12-28
1646,2014-12-27,4.852,2014-12-27
1647,2014-12-26,4.851,2014-12-26
1648,2014-12-25,4.849,2014-12-25
1649,2014-12-24,4.76,2014-12-24
1650,2014-12-23,4.633,2014-12-23
1651,2014-12-22,4.518,2014-12-22
1652,2014-12-21,4.419,2014-12-21
1653,2014-12-20,4.322,2014-12-20
1654,2014-12-19,4.225,2014-12-19
1655,2014-12-18,4.127,2014-12-18
1656,2014-12-17,4.083,2014-12-17
1657,2014-12-16,4.087,2014-12-16
1658,2014-12-15,4.057,2014-12-15
1659,2014-12-14,4.037,2014-12-14
1660,2014-12-13,4.031,2014-12-13
1661,2014-12-12,4.025,2014-12-12
1662,2014-12-11,4.029,2014-12-11
1663,2014-12-10,4.036,2014-12-10
1664,2014-12-09,4.011,2014-12-09
1665,2014-12-08,4.037,2014-12-08
1666,2014-12-07,4.061,2014-12-07
1667,2014-12-06,4.066,2014-12-06
1668,2014-12-05,4.072,2014-12-05
1669,2014-12-04,4.099,2014-12-04
1670,2014-12-03,4.089,2014-12-03
1671,2014-12-02,4.09,2014-12-02
1672,2014-12-01,4.068,2014-12-01
1673,2014-11-30,4.059,2014-11-30
1674,2014-11-29,4.057,2014-11-29
1675,2014-11-28,4.055,2014-11-28
1676,2014-11-27,4.034,2014-11-27
1677,2014-11-26,4.045,2014-11-26
1678,2014-11-25,4.047,2014-11-25
1679,2014-11-24,4.072,2014-11-24
1680,2014-11-23,4.077,2014-11-23
1681,2014-11-22,4.078,2014-11-22
1682,2014-11-21,4.078,2014-11-21
1683,2014-11-20,4.068,2014-11-20
1684,2014-11-19,4.118,2014-11-19
1685,2014-11-18,4.225,2014-11-18
1686,2014-11-17,4.243,2014-11-17
1687,2014-11-16,4.238,2014-11-16
1688,2014-11-15,4.243,2014-11-15
1689,2014-11-14,4.248,2014-11-14
1690,2014-11-13,4.256,2014-11-13
1691,2014-11-12,4.199,2014-11-12
1692,2014-11-11,4.103,2014-11-11
1693,2014-11-10,4.074,2014-11-10
1694,2014-11-09,4.07,2014-11-09
1695,2014-11-08,4.068,2014-11-08
1696,2014-11-07,4.066,2014-11-07
1697,2014-11-06,4.057,2014-11-06
1698,2014-11-05,4.056,2014-11-05
1699,2014-11-04,4.056,2014-11-04
1700,2014-11-03,4.098,2014-11-03
1701,2014-11-02,4.105,2014-11-02
1702,2014-11-01,4.108,2014-11-01
1703,2014-10-31,4.112,2014-10-31
1704,2014-10-30,4.119,2014-10-30
1705,2014-10-29,4.149,2014-10-29
1706,2014-10-28,4.145,2014-10-28
1707,2014-10-27,4.116,2014-10-27
1708,2014-10-26,4.126,2014-10-26
1709,2014-10-25,4.132,2014-10-25
1710,2014-10-24,4.139,2014-10-24
1711,2014-10-23,4.145,2014-10-23
1712,2014-10-22,4.14,2014-10-22
1713,2014-10-21,4.151,2014-10-21
1714,2014-10-20,4.155,2014-10-20
1715,2014-10-19,4.185,2014-10-19
1716,2014-10-18,4.186,2014-10-18
1717,2014-10-17,4.201,2014-10-17
1718,2014-10-16,4.202,2014-10-16
1719,2014-10-15,4.189,2014-10-15
1720,2014-10-14,4.188,2014-10-14
1721,2014-10-13,4.168,2014-10-13
1722,2014-10-12,4.125,2014-10-12
1723,2014-10-11,4.124,2014-10-11
1724,2014-10-10,4.108,2014-10-10
1725,2014-10-09,4.102,2014-10-09
1726,2014-10-08,4.097,2014-10-08
1727,2014-10-07,4.089,2014-10-07
1728,2014-10-06,4.099,2014-10-06
1729,2014-10-05,4.101,2014-10-05
1730,2014-10-04,4.115,2014-10-04
1731,2014-10-03,4.12,2014-10-03
1732,2014-10-02,4.163,2014-10-02
1733,2014-10-01,4.193,2014-10-01
1734,2014-09-30,4.2,2014-09-30
1735,2014-09-29,4.224,2014-09-29
1736,2014-09-28,4.23,2014-09-28
1737,2014-09-27,4.22,2014-09-27
1738,2014-09-26,4.218,2014-09-26
1739,2014-09-25,4.18,2014-09-25
1740,2014-09-24,4.183,2014-09-24
1741,2014-09-23,4.181,2014-09-23
1742,2014-09-22,4.166,2014-09-22
1743,2014-09-21,4.166,2014-09-21
1744,2014-09-20,4.166,2014-09-20
1745,2014-09-19,4.166,2014-09-19
1746,2014-09-18,4.166,2014-09-18
1747,2014-09-17,4.151,2014-09-17
1748,2014-09-16,4.154,2014-09-16
1749,2014-09-15,4.151,2014-09-15
1750,2014-09-14,4.148,2014-09-14
1751,2014-09-13,4.149,2014-09-13
1752,2014-09-12,4.15,2014-09-12
1753,2014-09-11,4.158,2014-09-11
1754,2014-09-10,4.154,2014-09-10
1755,2014-09-09,4.155,2014-09-09
1756,2014-09-08,4.143,2014-09-08
1757,2014-09-07,4.151,2014-09-07
1758,2014-09-06,4.158,2014-09-06
1759,2014-09-05,4.166,2014-09-05
1760,2014-09-04,4.164,2014-09-04
1761,2014-09-03,4.153,2014-09-03
1762,2014-09-02,4.149,2014-09-02
1763,2014-09-01,4.15,2014-09-01
1764,2014-08-31,4.146,2014-08-31
1765,2014-08-30,4.134,2014-08-30
1766,2014-08-29,4.123,2014-08-29
1767,2014-08-28,4.116,2014-08-28
1768,2014-08-27,4.123,2014-08-27
1769,2014-08-26,4.131,2014-08-26
1770,2014-08-25,4.139,2014-08-25
1771,2014-08-24,4.139,2014-08-24
1772,2014-08-23,4.146,2014-08-23
1773,2014-08-22,4.153,2014-08-22
1774,2014-08-21,4.158,2014-08-21
1775,2014-08-20,4.169,2014-08-20
1776,2014-08-19,4.163,2014-08-19
1777,2014-08-18,4.159,2014-08-18
1778,2014-08-17,4.165,2014-08-17
1779,2014-08-16,4.168,2014-08-16
1780,2014-08-15,4.17,2014-08-15
1781,2014-08-14,4.185,2014-08-14
1782,2014-08-13,4.175,2014-08-13
1783,2014-08-12,4.176,2014-08-12
1784,2014-08-11,4.179,2014-08-11
1785,2014-08-10,4.191,2014-08-10
1786,2014-08-09,4.191,2014-08-09
1787,2014-08-08,4.192,2014-08-08
1788,2014-08-07,4.18,2014-08-07
1789,2014-08-06,4.178,2014-08-06
1790,2014-08-05,4.178,2014-08-05
1791,2014-08-04,4.176,2014-08-04
1792,2014-08-03,4.166,2014-08-03
1793,2014-08-02,4.168,2014-08-02
1794,2014-08-01,4.171,2014-08-01
1795,2014-07-31,4.174,2014-07-31
1796,2014-07-30,4.178,2014-07-30
1797,2014-07-29,4.183,2014-07-29
1798,2014-07-28,4.184,2014-07-28
1799,2014-07-27,4.192,2014-07-27
1800,2014-07-26,4.187,2014-07-26
1801,2014-07-25,4.182,2014-07-25
1802,2014-07-24,4.181,2014-07-24
1803,2014-07-23,4.176,2014-07-23
1804,2014-07-22,4.182,2014-07-22
1805,2014-07-21,4.192,2014-07-21
1806,2014-07-20,4.184,2014-07-20
1807,2014-07-19,4.184,2014-07-19
1808,2014-07-18,4.184,2014-07-18
1809,2014-07-17,4.183,2014-07-17
1810,2014-07-16,4.192,2014-07-16
1811,2014-07-15,4.181,2014-07-15
1812,2014-07-14,4.172,2014-07-14
1813,2014-07-13,4.169,2014-07-13
1814,2014-07-12,4.173,2014-07-12
1815,2014-07-11,4.177,2014-07-11
1816,2014-07-10,4.178,2014-07-10
1817,2014-07-09,4.18,2014-07-09
1818,2014-07-08,4.191,2014-07-08
1819,2014-07-07,4.215,2014-07-07
1820,2014-07-06,4.216,2014-07-06
1821,2014-07-05,4.218,2014-07-05
1822,2014-07-04,4.22,2014-07-04
1823,2014-07-03,4.23,2014-07-03
1824,2014-07-02,4.221,2014-07-02
1825,2014-07-01,4.221,2014-07-01
1826,2014-06-30,4.235,2014-06-30
1827,2014-06-29,4.267,2014-06-29
1828,2014-06-28,4.296,2014-06-28
1829,2014-06-27,4.324,2014-06-27
1830,2014-06-26,4.375,2014-06-26
1831,2014-06-25,4.416,2014-06-25
1832,2014-06-24,4.463,2014-06-24
1833,2014-06-23,4.494,2014-06-23
1834,2014-06-22,4.535,2014-06-22
1835,2014-06-21,4.585,2014-06-21
1836,2014-06-20,4.634,2014-06-20
1837,2014-06-19,4.66,2014-06-19
1838,2014-06-18,4.697,2014-06-18
1839,2014-06-17,4.724,2014-06-17
1840,2014-06-16,4.734,2014-06-16
1841,2014-06-15,4.742,2014-06-15
1842,2014-06-14,4.73,2014-06-14
1843,2014-06-13,4.719,2014-06-13
1844,2014-06-12,4.702,2014-06-12
1845,2014-06-11,4.712,2014-06-11
1846,2014-06-10,4.706,2014-06-10
1847,2014-06-09,4.698,2014-06-09
1848,2014-06-08,4.675,2014-06-08
1849,2014-06-07,4.669,2014-06-07
1850,2014-06-06,4.664,2014-06-06
1851,2014-06-05,4.681,2014-06-05
1852,2014-06-04,4.657,2014-06-04
1853,2014-06-03,4.656,2014-06-03
1854,2014-06-02,4.66,2014-06-02
1855,2014-06-01,4.67,2014-06-01
1856,2014-05-31,4.677,2014-05-31
1857,2014-05-30,4.683,2014-05-30
1858,2014-05-29,4.684,2014-05-29
1859,2014-05-28,4.712,2014-05-28
1860,2014-05-27,4.746,2014-05-27
1861,2014-05-26,4.788,2014-05-26
1862,2014-05-25,4.831,2014-05-25
1863,2014-05-24,4.849,2014-05-24
1864,2014-05-23,4.867,2014-05-23
1865,2014-05-22,4.877,2014-05-22
1866,2014-05-21,4.882,2014-05-21
1867,2014-05-20,4.868,2014-05-20
1868,2014-05-19,4.853,2014-05-19
1869,2014-05-18,4.842,2014-05-18
1870,2014-05-17,4.858,2014-05-17
1871,2014-05-16,4.874,2014-05-16
1872,2014-05-15,4.888,2014-05-15
1873,2014-05-14,4.902,2014-05-14
1874,2014-05-13,4.924,2014-05-13
1875,2014-05-12,4.969,2014-05-12
1876,2014-05-11,4.985,2014-05-11
1877,2014-05-10,5.008,2014-05-10
1878,2014-05-09,5.022,2014-05-09
1879,2014-05-08,5.028,2014-05-08
1880,2014-05-07,5.036,2014-05-07
1881,2014-05-06,5.042,2014-05-06
1882,2014-05-05,5.022,2014-05-05
1883,2014-05-04,5.029,2014-05-04
1884,2014-05-03,5.023,2014-05-03
1885,2014-05-02,5.028,2014-05-02
1886,2014-05-01,5.032,2014-05-01
1887,2014-04-30,5.04,2014-04-30
1888,2014-04-29,5.048,2014-04-29
1889,2014-04-28,5.067,2014-04-28
1890,2014-04-27,5.087,2014-04-27
1891,2014-04-26,5.109,2014-04-26
1892,2014-04-25,5.13,2014-04-25
1893,2014-04-24,5.152,2014-04-24
1894,2014-04-23,5.171,2014-04-23
1895,2014-04-22,5.188,2014-04-22
1896,2014-04-21,5.2,2014-04-21
1897,2014-04-20,5.21,2014-04-20
1898,2014-04-19,5.224,2014-04-19
1899,2014-04-18,5.239,2014-04-18
1900,2014-04-17,5.253,2014-04-17
1901,2014-04-16,5.272,2014-04-16
1902,2014-04-15,5.287,2014-04-15
1903,2014-04-14,5.3,2014-04-14
1904,2014-04-13,5.315,2014-04-13
1905,2014-04-12,5.327,2014-04-12
1906,2014-04-11,5.339,2014-04-11
1907,2014-04-10,5.351,2014-04-10
1908,2014-04-09,5.36,2014-04-09
1909,2014-04-08,5.368,2014-04-08
1910,2014-04-07,5.373,2014-04-07
1911,2014-04-06,5.373,2014-04-06
1912,2014-04-05,5.37,2014-04-05
1913,2014-04-04,5.367,2014-04-04
1914,2014-04-03,5.362,2014-04-03
1915,2014-04-02,5.357,2014-04-02
1916,2014-04-01,5.356,2014-04-01
1917,2014-03-31,5.361,2014-03-31
1918,2014-03-30,5.374,2014-03-30
1919,2014-03-29,5.395,2014-03-29
1920,2014-03-28,5.415,2014-03-28
1921,2014-03-27,5.445,2014-03-27
1922,2014-03-26,5.472,2014-03-26
1923,2014-03-25,5.496,2014-03-25
1924,2014-03-24,5.511,2014-03-24
1925,2014-03-23,5.516,2014-03-23
1926,2014-03-22,5.526,2014-03-22
1927,2014-03-21,5.535,2014-03-21
1928,2014-03-20,5.538,2014-03-20
1929,2014-03-19,5.544,2014-03-19
1930,2014-03-18,5.555,2014-03-18
1931,2014-03-17,5.568,2014-03-17
1932,2014-03-16,5.592,2014-03-16
1933,2014-03-15,5.61,2014-03-15
1934,2014-03-14,5.628,2014-03-14
1935,2014-03-13,5.647,2014-03-13
1936,2014-03-12,5.668,2014-03-12
1937,2014-03-11,5.69,2014-03-11
1938,2014-03-10,5.716,2014-03-10
1939,2014-03-09,5.744,2014-03-09
1940,2014-03-08,5.774,2014-03-08
1941,2014-03-07,5.805,2014-03-07
1942,2014-03-06,5.835,2014-03-06
1943,2014-03-05,5.864,2014-03-05
1944,2014-03-04,5.895,2014-03-04
1945,2014-03-03,5.928,2014-03-03
1946,2014-03-02,5.971,2014-03-02
1947,2014-03-01,6.001,2014-03-01
1948,2014-02-28,6.031,2014-02-28
1949,2014-02-27,6.062,2014-02-27
1950,2014-02-26,6.093,2014-02-26
1951,2014-02-25,6.114,2014-02-25
1952,2014-02-24,6.136,2014-02-24
1953,2014-02-23,6.147,2014-02-23
1954,2014-02-22,6.165,2014-02-22
1955,2014-02-21,6.183,2014-02-21
1956,2014-02-20,6.201,2014-02-20
1957,2014-02-19,6.22,2014-02-19
1958,2014-02-18,6.241,2014-02-18
1959,2014-02-17,6.259,2014-02-17
1960,2014-02-16,6.286,2014-02-16
1961,2014-02-15,6.298,2014-02-15
1962,2014-02-14,6.311,2014-02-14
1963,2014-02-13,6.334,2014-02-13
1964,2014-02-12,6.298,2014-02-12
1965,2014-02-11,6.263,2014-02-11
1966,2014-02-10,6.225,2014-02-10
1967,2014-02-09,6.174,2014-02-09
1968,2014-02-08,6.135,2014-02-08
1969,2014-02-07,6.096,2014-02-07
1970,2014-02-06,6.044,2014-02-06
1971,2014-02-05,6.051,2014-02-05
1972,2014-02-04,6.085,2014-02-04
1973,2014-02-03,6.158,2014-02-03
1974,2014-02-02,6.205,2014-02-02
1975,2014-02-01,6.253,2014-02-01
1976,2014-01-31,6.293,2014-01-31
1977,2014-01-30,6.36,2014-01-30
1978,2014-01-29,6.432,2014-01-29
1979,2014-01-28,6.441,2014-01-28
1980,2014-01-27,6.416,2014-01-27
1981,2014-01-26,6.434,2014-01-26
1982,2014-01-25,6.424,2014-01-25
1983,2014-01-24,6.422,2014-01-24
1984,2014-01-23,6.413,2014-01-23
1985,2014-01-22,6.398,2014-01-22
1986,2014-01-21,6.423,2014-01-21
1987,2014-01-20,6.46,2014-01-20
1988,2014-01-19,6.48,2014-01-19
1989,2014-01-18,6.517,2014-01-18
1990,2014-01-17,6.554,2014-01-17
1991,2014-01-16,6.595,2014-01-16
1992,2014-01-15,6.618,2014-01-15
1993,2014-01-14,6.67,2014-01-14
1994,2014-01-13,6.695,2014-01-13
1995,2014-01-12,6.703,2014-01-12
1996,2014-01-11,6.721,2014-01-11
1997,2014-01-10,6.738,2014-01-10
1998,2014-01-09,6.737,2014-01-09
1999,2014-01-08,6.761,2014-01-08
2000,2014-01-07,6.738,2014-01-07
2001,2014-01-06,6.726,2014-01-06
2002,2014-01-05,6.738,2014-01-05
2003,2014-01-04,6.745,2014-01-04
2004,2014-01-03,6.753,2014-01-03
2005,2014-01-02,6.763,2014-01-02
2006,2014-01-01,6.74,2014-01-01
2007,2013-12-31,6.696,2013-12-31
2008,2013-12-30,6.598,2013-12-30
2009,2013-12-29,6.5,2013-12-29
2010,2013-12-28,6.346,2013-12-28
2011,2013-12-27,6.192,2013-12-27
2012,2013-12-26,6.032,2013-12-26
2013,2013-12-25,5.893,2013-12-25
2014,2013-12-24,5.757,2013-12-24
2015,2013-12-23,5.67,2013-12-23
2016,2013-12-22,5.592,2013-12-22
2017,2013-12-21,5.558,2013-12-21
2018,2013-12-20,5.524,2013-12-20
2019,2013-12-19,5.491,2013-12-19
2020,2013-12-18,5.463,2013-12-18
2021,2013-12-17,5.444,2013-12-17
2022,2013-12-16,5.43,2013-12-16
2023,2013-12-15,5.4,2013-12-15
2024,2013-12-14,5.363,2013-12-14
2025,2013-12-13,5.325,2013-12-13
2026,2013-12-12,5.288,2013-12-12
2027,2013-12-11,5.253,2013-12-11
2028,2013-12-10,5.241,2013-12-10
2029,2013-12-09,5.226,2013-12-09
2030,2013-12-08,5.207,2013-12-08
2031,2013-12-07,5.211,2013-12-07
2032,2013-12-06,5.214,2013-12-06
2033,2013-12-05,5.216,2013-12-05
2034,2013-12-04,5.207,2013-12-04
2035,2013-12-03,5.194,2013-12-03
2036,2013-12-02,5.182,2013-12-02
2037,2013-12-01,5.168,2013-12-01
2038,2013-11-30,5.145,2013-11-30
2039,2013-11-29,5.123,2013-11-29
2040,2013-11-28,5.102,2013-11-28
2041,2013-11-27,5.079,2013-11-27
2042,2013-11-26,5.057,2013-11-26
2043,2013-11-25,5.035,2013-11-25
2044,2013-11-24,5.013,2013-11-24
2045,2013-11-23,4.993,2013-11-23
2046,2013-11-22,4.973,2013-11-22
2047,2013-11-21,5.041,2013-11-21
2048,2013-11-20,5.033,2013-11-20
2049,2013-11-19,5.073,2013-11-19
2050,2013-11-18,5.139,2013-11-18
2051,2013-11-17,5.235,2013-11-17
2052,2013-11-16,5.224,2013-11-16
2053,2013-11-15,5.212,2013-11-15
2054,2013-11-14,5.112,2013-11-14
2055,2013-11-13,5.093,2013-11-13
2056,2013-11-12,5.028,2013-11-12
2057,2013-11-11,4.938,2013-11-11
2058,2013-11-10,4.825,2013-11-10
2059,2013-11-09,4.826,2013-11-09
2060,2013-11-08,4.827,2013-11-08
2061,2013-11-07,4.827,2013-11-07
2062,2013-11-06,4.829,2013-11-06
2063,2013-11-05,4.828,2013-11-05
2064,2013-11-04,4.825,2013-11-04
2065,2013-11-03,4.8,2013-11-03
2066,2013-11-02,4.79,2013-11-02
2067,2013-11-01,4.781,2013-11-01
2068,2013-10-31,4.772,2013-10-31
2069,2013-10-30,4.763,2013-10-30
2070,2013-10-29,4.754,2013-10-29
2071,2013-10-28,4.743,2013-10-28
2072,2013-10-27,4.797,2013-10-27
2073,2013-10-26,4.804,2013-10-26
2074,2013-10-25,4.811,2013-10-25
2075,2013-10-24,4.819,2013-10-24
2076,2013-10-23,4.825,2013-10-23
2077,2013-10-22,4.846,2013-10-22
2078,2013-10-21,4.888,2013-10-21
2079,2013-10-20,4.854,2013-10-20
2080,2013-10-19,4.866,2013-10-19
2081,2013-10-18,4.878,2013-10-18
2082,2013-10-17,4.889,2013-10-17
2083,2013-10-16,4.899,2013-10-16
2084,2013-10-15,4.889,2013-10-15
2085,2013-10-14,4.96,2013-10-14
2086,2013-10-13,4.978,2013-10-13
2087,2013-10-12,4.98,2013-10-12
2088,2013-10-11,4.985,2013-10-11
2089,2013-10-10,4.987,2013-10-10
2090,2013-10-09,4.992,2013-10-09
2091,2013-10-08,5.006,2013-10-08
2092,2013-10-07,4.919,2013-10-07
2093,2013-10-06,4.922,2013-10-06
2094,2013-10-05,4.924,2013-10-05
2095,2013-10-04,4.922,2013-10-04
2096,2013-10-03,4.956,2013-10-03
2097,2013-10-02,5.026,2013-10-02
2098,2013-10-01,5.065,2013-10-01
2099,2013-09-30,5.07,2013-09-30
2100,2013-09-29,5.026,2013-09-29
2101,2013-09-28,4.994,2013-09-28
2102,2013-09-27,4.963,2013-09-27
2103,2013-09-26,4.897,2013-09-26
2104,2013-09-25,4.796,2013-09-25
2105,2013-09-24,4.767,2013-09-24
2106,2013-09-23,4.724,2013-09-23
2107,2013-09-22,4.822,2013-09-22
2108,2013-09-21,4.825,2013-09-21
2109,2013-09-20,4.827,2013-09-20
2110,2013-09-19,4.893,2013-09-19
2111,2013-09-18,4.894,2013-09-18
2112,2013-09-17,4.848,2013-09-17
2113,2013-09-16,4.942,2013-09-16
2114,2013-09-15,4.956,2013-09-15
2115,2013-09-14,4.943,2013-09-14
2116,2013-09-13,4.932,2013-09-13
2117,2013-09-12,5.001,2013-09-12
2118,2013-09-11,4.989,2013-09-11
2119,2013-09-10,4.979,2013-09-10
2120,2013-09-09,4.876,2013-09-09
2121,2013-09-08,4.88,2013-09-08
2122,2013-09-07,4.87,2013-09-07
2123,2013-09-06,4.859,2013-09-06
2124,2013-09-05,4.807,2013-09-05
2125,2013-09-04,4.852,2013-09-04
2126,2013-09-03,4.84,2013-09-03
2127,2013-09-02,4.829,2013-09-02
2128,2013-09-01,4.685,2013-09-01
2129,2013-08-31,4.685,2013-08-31
2130,2013-08-30,4.686,2013-08-30
2131,2013-08-29,4.583,2013-08-29
2132,2013-08-28,4.528,2013-08-28
2133,2013-08-27,4.538,2013-08-27
2134,2013-08-26,4.546,2013-08-26
2135,2013-08-25,4.554,2013-08-25
2136,2013-08-24,4.551,2013-08-24
2137,2013-08-23,4.548,2013-08-23
2138,2013-08-22,4.546,2013-08-22
2139,2013-08-21,4.545,2013-08-21
2140,2013-08-20,4.54,2013-08-20
2141,2013-08-19,4.532,2013-08-19
2142,2013-08-18,4.526,2013-08-18
2143,2013-08-17,4.525,2013-08-17
2144,2013-08-16,4.524,2013-08-16
2145,2013-08-15,4.523,2013-08-15
2146,2013-08-14,4.521,2013-08-14
2147,2013-08-13,4.517,2013-08-13
2148,2013-08-12,4.511,2013-08-12
2149,2013-08-11,4.511,2013-08-11
2150,2013-08-10,4.512,2013-08-10
2151,2013-08-09,4.513,2013-08-09
2152,2013-08-08,4.516,2013-08-08
2153,2013-08-07,4.509,2013-08-07
2154,2013-08-06,4.507,2013-08-06
2155,2013-08-05,4.503,2013-08-05
2156,2013-08-04,4.483,2013-08-04
2157,2013-08-03,4.46,2013-08-03
2158,2013-08-02,4.437,2013-08-02
2159,2013-08-01,4.413,2013-08-01
2160,2013-07-31,4.392,2013-07-31
2161,2013-07-30,4.377,2013-07-30
2162,2013-07-29,4.369,2013-07-29
2163,2013-07-28,4.371,2013-07-28
2164,2013-07-27,4.384,2013-07-27
2165,2013-07-26,4.397,2013-07-26
2166,2013-07-25,4.411,2013-07-25
2167,2013-07-24,4.424,2013-07-24
2168,2013-07-23,4.426,2013-07-23
2169,2013-07-22,4.447,2013-07-22
2170,2013-07-21,4.471,2013-07-21
2171,2013-07-20,4.494,2013-07-20
2172,2013-07-19,4.518,2013-07-19
2173,2013-07-18,4.543,2013-07-18
2174,2013-07-17,4.582,2013-07-17
2175,2013-07-16,4.634,2013-07-16
2176,2013-07-15,4.682,2013-07-15
2177,2013-07-14,4.745,2013-07-14
2178,2013-07-13,4.815,2013-07-13
2179,2013-07-12,4.884,2013-07-12
2180,2013-07-11,4.959,2013-07-11
2181,2013-07-10,5.047,2013-07-10
2182,2013-07-09,5.15,2013-07-09
2183,2013-07-08,5.279,2013-07-08
2184,2013-07-07,5.425,2013-07-07
2185,2013-07-06,5.582,2013-07-06
2186,2013-07-05,5.739,2013-07-05
2187,2013-07-04,5.903,2013-07-04
2188,2013-07-03,6.034,2013-07-03
2189,2013-07-02,6.174,2013-07-02
2190,2013-07-01,6.307,2013-07-01
2191,2013-06-30,6.299,2013-06-30
2192,2013-06-29,6.192,2013-06-29
2193,2013-06-28,6.084,2013-06-28
2194,2013-06-27,5.991,2013-06-27
2195,2013-06-26,5.86,2013-06-26
2196,2013-06-25,5.658,2013-06-25
2197,2013-06-24,5.467,2013-06-24
2198,2013-06-23,5.419,2013-06-23
2199,2013-06-22,5.32,2013-06-22
2200,2013-06-21,5.222,2013-06-21
2201,2013-06-20,5.096,2013-06-20
2202,2013-06-19,4.968,2013-06-19
2203,2013-06-18,4.676,2013-06-18
2204,2013-06-17,4.338,2013-06-17
2205,2013-06-16,3.981,2013-06-16
2206,2013-06-15,3.732,2013-06-15
2207,2013-06-14,3.484,2013-06-14
2208,2013-06-13,3.234,2013-06-13
2209,2013-06-12,3.035,2013-06-12
2210,2013-06-11,3.036,2013-06-11
2211,2013-06-10,3.036,2013-06-10
2212,2013-06-09,3.037,2013-06-09
2213,2013-06-08,3.039,2013-06-08
2214,2013-06-07,3.041,2013-06-07
2215,2013-06-06,3.043,2013-06-06
2216,2013-06-05,3.023,2013-06-05
2217,2013-06-04,2.772,2013-06-04
2218,2013-06-03,2.728,2013-06-03
2219,2013-06-02,2.665,2013-06-02
2220,2013-05-30,2.093,2013-05-30
